# q	Intensity	Error	qError
1.668060053942070464e+00 1.870762653042517543e-01 2.300017682350144824e-02 6.539612407024014739e-05
1.673492237362748103e+00 1.770035426641071163e-01 2.213992784320950244e-02 6.356288430481985322e-05
1.678951376535986251e+00 1.619968051877695991e-01 2.251264794715575335e-02 6.548356763805767517e-05
1.684339654594191549e+00 1.695867401476940928e-01 2.230399502893607930e-02 6.468455517827498128e-05
1.689673754773049152e+00 1.644442186154522478e-01 2.276831207486538361e-02 6.594159574266010278e-05
1.695099521228575101e+00 1.392281694698556394e-01 2.187995329848939699e-02 6.430281750396111390e-05
1.700542651512875203e+00 1.543369968078420473e-01 2.252930520976185319e-02 6.505196109782809724e-05
1.705955105730180277e+00 1.350931720216483889e-01 2.245494836777018471e-02 6.557960171771512697e-05
1.711327812279555882e+00 1.296011846339757967e-01 2.242509618992867548e-02 6.537986186248301854e-05
1.716729674621949364e+00 1.027332189808098512e-01 2.245200796923465386e-02 6.530298528601100202e-05
1.722221975207127720e+00 1.324872738081676604e-01 2.247417610150755085e-02 6.475306901492239320e-05
1.727627692087228661e+00 1.617998178714658564e-01 2.284758520811042831e-02 6.600352452381270116e-05
1.732966843045984140e+00 1.523828325451023202e-01 2.284050297459895920e-02 6.642323390459318794e-05
1.738333241502945770e+00 1.560278981083598748e-01 2.220785795720395597e-02 6.512002206988118727e-05
1.743744466197577614e+00 1.926536415753485332e-01 2.310127444739343283e-02 6.638695146130051865e-05
1.749097732475380029e+00 1.642501715389381167e-01 2.286467472490518252e-02 6.668470864549760251e-05
1.754490982683348133e+00 1.859025068125106095e-01 2.401135267126366241e-02 7.106664317984167539e-05
1.759935397324560613e+00 1.512402530770382003e-01 2.386223854088869237e-02 7.006183608340860733e-05
1.765439062293867822e+00 1.619647364034382808e-01 2.449579724480623749e-02 7.226831596551130292e-05
1.770767170651567746e+00 1.515470958680208424e-01 2.529379932315983445e-02 7.615335868100591777e-05
1.776050733352050326e+00 1.034608328720522386e-01 2.521158040164443032e-02 7.438539184648096272e-05
1.781503430058259285e+00 1.148426095928592461e-01 2.607837908336678792e-02 7.644660241483027918e-05
1.786997879839227643e+00 1.244791167804250170e-01 2.579846925156665388e-02 7.575001546121662855e-05
1.792451289587231322e+00 1.239606633923477780e-01 2.693591910380215351e-02 7.915573576443300557e-05
1.797776131913362718e+00 1.428472387806015986e-01 2.733656364305488834e-02 8.028433122795362658e-05
1.803145777197835420e+00 1.547928703948937001e-01 2.677740726958338299e-02 7.968890275811088715e-05
1.808581710182051827e+00 1.626485074903334938e-01 2.739859916853266270e-02 8.197852807838162134e-05
1.813995383822814222e+00 1.404298410820167542e-01 2.738680754035096102e-02 8.180336918730900892e-05
1.819396087797206185e+00 1.140342535378634087e-01 2.791116761513433644e-02 8.427537744361132059e-05
1.824795254777076936e+00 1.341047278261959796e-01 2.811354411047500487e-02 8.433390501415356419e-05
1.830225057335859828e+00 1.568803267371990939e-01 2.896830343098524135e-02 8.490282788655540650e-05
1.835622947840883201e+00 1.171494899101715309e-01 2.954307587464938961e-02 8.794398114689210640e-05
1.840971459786070463e+00 8.529104496479013309e-02 2.949191901602007948e-02 8.743880866228058294e-05
1.846363300784382488e+00 1.282782449864520724e-01 3.030143911967513731e-02 8.923265820881410150e-05
1.851788661407853587e+00 1.220822849517625985e-01 2.942849586620889871e-02 8.929540323751487612e-05
1.857199548134683020e+00 1.074223616986641344e-01 3.015398929992253035e-02 9.120074670333292170e-05
1.862528940046755510e+00 1.143092448692245300e-01 3.032235005609005066e-02 9.356644128323309071e-05
1.867942475411234815e+00 1.266261035995627782e-01 3.053004075609495535e-02 9.196915162591528733e-05
1.873422661229030117e+00 1.422114449717415408e-01 3.167307770727319227e-02 9.404312893853481045e-05
1.878855157824457223e+00 1.186549868485187453e-01 3.179039454396372782e-02 9.588900173609682430e-05
1.884143575564600992e+00 6.773883442246798892e-02 3.285895151339951470e-02 9.862653659624881280e-05
1.889536134301766035e+00 8.293278596970529715e-02 3.194180183745694290e-02 9.676455399552778055e-05
1.895045230093096444e+00 1.179302739917768156e-01 3.232371494960441932e-02 9.876746485418129624e-05
1.900434177725633056e+00 1.479698245596176576e-01 3.396600292474722532e-02 1.013190089555553831e-04
1.905803761921866402e+00 1.073710843723050257e-01 3.351664017709102966e-02 1.022608628425857784e-04
1.911167700839678796e+00 1.387089870654886758e-01 3.444148543089615988e-02 1.041444296432739316e-04
1.916579607920906092e+00 1.217524909693383922e-01 3.438987592752024147e-02 1.033004967150249364e-04
1.922013455835735574e+00 1.238064250440484293e-01 3.600289937567591886e-02 1.072045836741367857e-04
1.927313708619347032e+00 1.515034714827698248e-01 3.604636649272485727e-02 1.088308149401579042e-04
1.932702557646214903e+00 1.190744692518426462e-01 3.636206332215573961e-02 1.083835894887550191e-04
1.938223211756757269e+00 1.231033109017956040e-01 3.606943879135408870e-02 1.089881533919506381e-04
1.943708957960406547e+00 1.485476504601194736e-01 3.699532415318684819e-02 1.123901260489045494e-04
1.949135248909452889e+00 1.213764921751075282e-01 3.833263147447415337e-02 1.136489252197525309e-04
1.954462909102386403e+00 1.243153493364523299e-01 3.993554066432509347e-02 1.181662939148509059e-04
1.959828022979229978e+00 1.082431357811026867e-01 3.752075737525833315e-02 1.156515403892987870e-04
1.965367702526238824e+00 1.602559750337790856e-01 3.867844600745269645e-02 1.183381814234047867e-04
1.970697219278204404e+00 7.373937516140786907e-02 4.084637128069101147e-02 1.242025017738829294e-04
1.976066258025083844e+00 1.458779234623665821e-01 3.956446577737598308e-02 1.212962842987864022e-04
1.981565489217839593e+00 1.232967052661568808e-01 4.115752591764770818e-02 1.251680120353415734e-04
1.986894883979635651e+00 9.884098313294016613e-02 4.222192624119566057e-02 1.294199750875741359e-04
1.992340380604752825e+00 7.281618984879116574e-02 4.147407234676488835e-02 1.269665265499263858e-04
1.997777694303234819e+00 1.003210608395323500e-01 4.364074019383189923e-02 1.342231388126293248e-04
2.003087770932475919e+00 1.423651644675283379e-01 4.324827860533342339e-02 1.343190716752060935e-04
2.008541263372783270e+00 1.840175608061352663e-01 4.376879331045738925e-02 1.364092682735973893e-04
2.013963034470684921e+00 1.611566130325950696e-01 4.472046360392483572e-02 1.396718464252689974e-04
2.019386414813521213e+00 1.527170336020745589e-01 4.605059231902743078e-02 1.420107011090234351e-04
2.024786259325634052e+00 7.486808336116988760e-02 4.643201638661417080e-02 1.469332105233192608e-04
2.030128113663754785e+00 1.016297925649730649e-01 4.844844652669565155e-02 1.483236999013821673e-04
2.035578990098364738e+00 5.955939123291444093e-02 4.775688826502316742e-02 1.511079889036957358e-04
2.040923663405458388e+00 9.100558536995551062e-02 4.933151624812408959e-02 1.585983521045111581e-04
2.046224670093021114e+00 1.289927555368466927e-01 5.031866350527886694e-02 1.587125828127682145e-04
2.051742197763480657e+00 4.650633134722267914e-02 5.164884951390845413e-02 1.604442478046585042e-04
2.057114863651517300e+00 6.675164169412226012e-02 5.269635648589959809e-02 1.713979380349137137e-04
2.062487568727739973e+00 7.238366044539579214e-02 5.232570417133780571e-02 1.695631511327976720e-04
2.068012860113419116e+00 1.231460290574492855e-01 5.578043238087521810e-02 1.757896405175450702e-04
2.073357810354322428e+00 1.368924566981346846e-01 5.990242078370308643e-02 1.851831197748881740e-04
2.078708294654767474e+00 6.631891461556752021e-02 5.917068270596860524e-02 1.878748890713894640e-04
2.084081495607713830e+00 1.055363957657099033e-01 6.046359582655263382e-02 1.963733000012165620e-04
2.089452836214222842e+00 1.159145688883472108e-01 6.227919499535873593e-02 1.995648612222139615e-04
2.094911116611464674e+00 9.471422730750975183e-02 6.903095101268096057e-02 2.097902191812160732e-04
2.100212088302664704e+00 1.022165375709120222e-01 7.355236814138713108e-02 2.217245063113911896e-04
2.105666496467082816e+00 2.074900542205453946e-01 7.412810102822434133e-02 2.218908184182848890e-04
2.111147580643755628e+00 1.673287857167568837e-01 7.588049604863003617e-02 2.414027588879664012e-04
2.116442874487691306e+00 1.316683113198185984e-01 8.253686029494991527e-02 2.533700998040393768e-04
2.121649528170760135e+00 2.939119656142560877e-02 8.892452300965064671e-02 2.750158315217037961e-04
2.127035177782856668e+00 -3.054427211706933765e-02 8.392088866517780077e-02 2.752203520369789517e-04
2.132644863239192556e+00 1.845470052878471490e-02 9.848874614347703782e-02 3.035132151693073314e-04
2.137936904131422899e+00 -8.910081003140951639e-02 1.246367433877839798e-01 3.426597976005354637e-04
2.143379834451657473e+00 5.676371619243444910e-02 1.138060033439913660e-01 3.596555539368713190e-04
2.148793690418078661e+00 1.185282438758131496e-01 1.358290796029484326e-01 4.301932467746154374e-04
2.153934483359908558e+00 -5.082380988069590266e-02 1.636745918964820357e-01 5.093746278688903893e-04
2.158957533645546434e+00 1.114024889002265678e-01 2.444251176713315710e-01 6.580585905440785839e-04
2.163572969808472912e+00 -3.466851110561912364e-02 4.370034236716528464e-01 1.140522126237604288e-03
